sales_date,category,advertising_vnd,online_ads_vnd,social_media_vnd,price_vnd,discount_percent,stores_count,weather,holiday,sales_vnd,uploaded_by
2025-04-14,Quần,3645000,1925000,1404000,418377,0.18,24,Mưa,0,61561715,1
2025-04-14,Váy,2965000,2370000,575000,242628,0.21,24,Mưa,0,77790421,1
2025-04-14,Áo khoác,531000,2948000,391000,1257784,0.01,24,Mưa,0,35145545,1
2025-04-14,Giày,2892000,2499000,1312000,779898,0.19,24,Mưa,0,85117860,1
2025-04-15,Áo,4474000,1172000,1706000,232971,0.38,22,Nắng,0,134713192,1
2025-04-15,Quần,1358000,803000,1542000,301993,0.26,22,Nắng,0,73778195,1
2025-04-15,Váy,2842000,412000,987000,370458,0.33,22,Nắng,0,65023076,1
2025-04-15,Áo khoác,1433000,2515000,567000,1339459,0.28,22,Nắng,0,80429593,1
2025-04-15,Giày,3946000,2954000,1329000,750281,0.05,22,Nắng,0,80604129,1
2025-04-16,Áo,2675000,739000,1365000,270212,0.17,11,Mưa,0,24814788,1
2025-04-16,Quần,4180000,905000,405000,258539,0.35,11,Mưa,0,45734102,1
2025-04-16,Váy,3037000,1958000,1307000,332335,0.27,11,Mưa,0,53686648,1
2025-04-16,Áo khoác,2731000,2866000,577000,1391902,0.34,11,Mưa,0,51124844,1
2025-04-16,Giày,1687000,1884000,1627000,540310,0.18,11,Mưa,0,30317852,1
2025-04-17,Áo,3603000,1358000,1251000,199107,0.1,24,Nắng,0,59965366,1
2025-04-17,Quần,1737000,697000,548000,306132,0.41,24,Nắng,0,70279695,1
2025-04-17,Váy,3665000,981000,329000,587845,0.19,24,Nắng,0,64169240,1
2025-04-17,Áo khoác,4942000,2109000,1164000,555494,0.33,24,Nắng,0,117308528,1
2025-04-17,Giày,2029000,325000,892000,1139411,0.19,24,Nắng,0,45273778,1
2025-04-18,Áo,2739000,1726000,773000,208013,0.46,18,Mưa,0,80462516,1
2025-04-18,Quần,3473000,1040000,1515000,475997,0.5,18,Mưa,0,104076177,1
2025-04-18,Váy,4207000,1182000,923000,263797,0.32,18,Mưa,0,82935534,1
2025-04-18,Áo khoác,1616000,1541000,1463000,1266460,0.3,18,Mưa,0,77691151,1
2025-04-18,Giày,984000,211000,1793000,890846,0.42,18,Mưa,0,60740364,1
2025-04-19,Áo,2888000,1700000,935000,174331,0.26,16,Nắng,1,173998651,1
2025-04-19,Quần,3843000,1517000,1144000,317573,0.43,16,Nắng,1,234992611,1
2025-04-19,Váy,3387000,1663000,446000,329473,0.21,16,Nắng,1,173558161,1
2025-04-19,Áo khoác,1975000,2030000,109000,917508,0.02,16,Nắng,1,89802532,1
2025-04-19,Giày,2413000,715000,186000,477398,0.46,16,Nắng,1,189545280,1
2025-04-20,Áo,1257000,2563000,644000,232979,0.36,20,Nắng,0,77893917,1
2025-04-20,Quần,3843000,1903000,972000,516267,0.26,20,Nắng,0,89930300,1
2025-04-20,Váy,3394000,1347000,1462000,478747,0.47,20,Nắng,0,121641184,1
2025-04-20,Áo khoác,3107000,2561000,814000,778085,0.44,20,Nắng,0,88911513,1
2025-04-20,Giày,1120000,2794000,103000,342597,0.05,20,Nắng,0,43755744,1
2025-04-21,Áo,1187000,1748000,1146000,344310,0.31,12,Nắng,0,47266686,1
2025-04-21,Quần,4028000,2286000,1320000,472858,0.27,12,Nắng,0,53522841,1
2025-04-21,Váy,4293000,2500000,1944000,503895,0.39,12,Nắng,0,69649664,1
2025-04-21,Áo khoác,3384000,2550000,1621000,536978,0.15,12,Nắng,0,36149558,1
2025-04-21,Giày,1175000,1178000,1000000,579837,0.0,12,Nắng,0,20051548,1
2025-04-22,Áo,4561000,2505000,1909000,318769,0.09,12,Mưa,0,43449794,1
2025-04-22,Quần,4296000,2789000,372000,411064,0.11,12,Mưa,0,30453431,1
2025-04-22,Váy,856000,2206000,1574000,525969,0.15,12,Mưa,0,27757220,1
2025-04-22,Áo khoác,2514000,2887000,1230000,1114882,0.19,12,Mưa,0,31345688,1
2025-04-22,Giày,1008000,2046000,980000,692619,0.35,12,Mưa,0,40676754,1
2025-04-23,Áo,1017000,2799000,1501000,195406,0.04,16,Mưa,0,31608823,1
2025-04-23,Quần,3965000,2708000,1323000,488078,0.24,16,Mưa,0,72214562,1
2025-04-23,Váy,2444000,423000,1035000,440140,0.25,16,Mưa,0,51252602,1
2025-04-23,Áo khoác,2319000,2339000,1978000,1238049,0.31,16,Mưa,0,79127439,1
2025-04-23,Giày,4079000,479000,1850000,343016,0.16,16,Mưa,0,43581600,1
2025-04-24,Áo,590000,1393000,101000,331744,0.13,14,Nắng,0,25371727,1
2025-04-24,Quần,2483000,2019000,1244000,536420,0.24,14,Nắng,0,50480141,1
2025-04-24,Váy,4179000,1957000,1738000,430959,0.33,14,Nắng,0,75836313,1
2025-04-24,Áo khoác,3236000,2245000,248000,1342724,0.02,14,Nắng,0,37794158,1
2025-04-24,Giày,2714000,447000,1047000,486807,0.15,14,Nắng,0,30236563,1
2025-04-25,Áo,2595000,1584000,251000,167959,0.39,19,Nắng,0,81645079,1
2025-04-25,Quần,3113000,1572000,1688000,278522,0.24,19,Nắng,0,56259321,1
2025-04-25,Váy,1537000,2325000,1801000,649303,0.48,19,Nắng,0,105310311,1
2025-04-25,Áo khoác,2417000,2705000,405000,476567,0.43,19,Nắng,0,82777681,1
2025-04-25,Giày,3343000,2833000,1802000,753739,0.17,19,Nắng,0,71201971,1
2025-04-26,Áo,3387000,244000,1951000,212708,0.36,23,Nắng,1,258864218,1
2025-04-26,Quần,3858000,2285000,981000,376206,0.14,23,Nắng,1,212338429,1
2025-04-26,Váy,998000,615000,574000,222560,0.09,23,Nắng,1,95492938,1
2025-04-26,Áo khoác,3153000,2492000,1487000,911365,0.44,23,Nắng,1,467868521,1
2025-04-26,Giày,4108000,2740000,906000,607248,0.18,23,Nắng,1,212812541,1
2025-04-27,Áo,4919000,2570000,1194000,207805,0.1,23,Mưa,0,90844604,1
2025-04-27,Quần,2145000,1475000,1763000,486109,0.48,23,Mưa,0,113367750,1
2025-04-27,Váy,4314000,2715000,132000,695951,0.02,23,Mưa,0,57969152,1
2025-04-27,Áo khoác,3482000,1284000,1280000,541257,0.18,23,Mưa,0,69694643,1
2025-04-27,Giày,763000,1342000,1453000,303515,0.02,23,Mưa,0,45812482,1
2025-04-28,Áo,4160000,286000,877000,154454,0.25,15,Mưa,0,56252628,1
2025-04-28,Quần,750000,2327000,1839000,487145,0.2,15,Mưa,0,38043998,1
2025-04-28,Váy,2215000,427000,1830000,222873,0.36,15,Mưa,0,55745333,1
2025-04-28,Áo khoác,1223000,2730000,1510000,1043358,0.48,15,Mưa,0,78703355,1
2025-04-28,Giày,3922000,2038000,1744000,1185491,0.26,15,Mưa,0,70283139,1
2025-04-29,Áo,615000,822000,1282000,274564,0.14,22,Nắng,0,37226292,1
2025-04-29,Quần,1676000,1806000,894000,478497,0.44,22,Nắng,0,93097908,1
2025-04-29,Váy,3115000,684000,1662000,317213,0.3,22,Nắng,0,97719903,1
2025-04-29,Áo khoác,1562000,224000,1350000,1155339,0.28,22,Nắng,0,52022426,1
2025-04-29,Giày,1427000,2014000,1375000,849753,0.09,22,Nắng,0,54912144,1
2025-04-30,Áo,3225000,1425000,466000,334972,0.02,21,Nắng,0,51188492,1
2025-04-30,Quần,1352000,1448000,1900000,309799,0.23,21,Nắng,0,82434885,1
2025-04-30,Váy,4484000,978000,361000,296129,0.26,21,Nắng,0,54375118,1
2025-04-30,Áo khoác,2722000,1130000,745000,1457470,0.06,21,Nắng,0,39696448,1
2025-04-30,Giày,3768000,1802000,637000,669432,0.03,21,Nắng,0,48284048,1
2025-05-01,Áo,4759000,1782000,1166000,162875,0.11,17,Nóng,1,175193519,1
2025-05-01,Quần,4321000,952000,1654000,277219,0.03,17,Nóng,1,135450061,1
2025-05-01,Váy,4709000,1913000,115000,498326,0.03,17,Nóng,1,156939763,1
2025-05-01,Áo khoác,847000,1300000,204000,885485,0.22,17,Nóng,1,21148567,1
2025-05-01,Giày,3823000,625000,890000,641925,0.41,17,Nóng,1,197450736,1
2025-05-02,Áo,1829000,859000,1326000,156457,0.33,18,Nắng,0,61478517,1
2025-05-02,Quần,406000,1717000,819000,283064,0.34,18,Nắng,0,58561112,1
2025-05-02,Váy,1156000,2932000,1801000,603037,0.13,18,Nắng,0,48375980,1
2025-05-02,Áo khoác,3284000,746000,1182000,1334729,0.01,18,Nắng,0,37442141,1
2025-05-02,Giày,4686000,1300000,1108000,1058947,0.23,18,Nắng,0,63254967,1
2025-05-03,Áo,1550000,2302000,147000,288736,0.19,10,Nắng,0,23763426,1
2025-05-03,Quần,1911000,1696000,759000,410353,0.47,10,Nắng,0,41789163,1
2025-05-03,Váy,2090000,1662000,1400000,458063,0.04,10,Nắng,0,22383759,1
2025-05-03,Áo khoác,1167000,1935000,1535000,875037,0.39,10,Nắng,0,39121640,1
2025-05-03,Giày,3069000,1971000,1301000,1059129,0.19,10,Nắng,0,32771333,1
2025-05-04,Áo,4553000,2561000,900000,305719,0.41,12,Mưa,0,65418493,1
2025-05-04,Quần,627000,1543000,213000,319918,0.25,12,Mưa,0,27033377,1
2025-05-04,Váy,4116000,2467000,395000,413057,0.41,12,Mưa,0,56888258,1
2025-05-04,Áo khoác,3448000,1594000,1853000,926015,0.23,12,Mưa,0,44653412,1
2025-05-04,Giày,3681000,1439000,537000,1176611,0.2,12,Mưa,0,36565151,1
2025-05-05,Áo,2674000,248000,365000,224944,0.48,20,Nóng,0,95951257,1
2025-05-05,Quần,2855000,2020000,261000,339142,0.18,20,Nóng,0,51025199,1
2025-05-05,Váy,1430000,2710000,1964000,227603,0.4,20,Nóng,0,120751248,1
2025-05-05,Áo khoác,4636000,2365000,603000,520605,0.03,20,Nóng,0,9981127,1
2025-05-05,Giày,2782000,2329000,1159000,581767,0.03,20,Nóng,0,53478689,1
2025-05-06,Áo,3399000,1946000,686000,194440,0.22,16,Nắng,0,58718738,1
2025-05-06,Quần,3051000,695000,557000,539604,0.29,16,Nắng,0,54014359,1
2025-05-06,Váy,3620000,833000,1105000,414117,0.3,16,Nắng,0,65889589,1
2025-05-06,Áo khoác,1856000,801000,1770000,699975,0.02,16,Nắng,0,34460472,1
2025-05-06,Giày,3843000,2920000,1494000,1153906,0.35,16,Nắng,0,90834205,1
2025-05-07,Áo,4808000,375000,1609000,243926,0.06,15,Nắng,0,36929948,1
2025-05-07,Quần,868000,838000,371000,377463,0.48,15,Nắng,0,46146010,1
2025-05-07,Váy,1954000,496000,1302000,301536,0.17,15,Nắng,0,33781296,1
2025-05-07,Áo khoác,3536000,1483000,579000,1256560,0.13,15,Nắng,0,30529531,1
2025-05-07,Giày,3419000,2074000,1056000,551981,0.15,15,Nắng,0,44278837,1
2025-05-08,Áo,4033000,674000,258000,219001,0.47,16,Nắng,0,77870970,1
2025-05-08,Quần,3529000,1846000,854000,512584,0.24,16,Nắng,0,58629265,1
2025-05-08,Váy,450000,2158000,1936000,654171,0.22,16,Nắng,0,39842628,1
2025-05-08,Áo khoác,2572000,2783000,303000,630685,0.28,16,Nắng,0,71483029,1
2025-05-08,Giày,4651000,1260000,894000,947779,0.47,16,Nắng,0,81155366,1
2025-05-09,Áo,2408000,1988000,1401000,292735,0.15,17,Nắng,0,45863543,1
2025-05-09,Quần,2095000,224000,1266000,400619,0.09,17,Nắng,0,32981748,1
2025-05-09,Váy,2727000,548000,1643000,281662,0.3,17,Nắng,0,56324777,1
2025-05-09,Áo khoác,3814000,836000,611000,1210416,0.25,17,Nắng,0,51355660,1
2025-05-09,Giày,648000,426000,215000,300005,0.03,17,Nắng,0,20166787,1
2025-05-10,Áo,2378000,1571000,491000,157038,0.26,15,Nắng,0,44242576,1
2025-05-10,Quần,696000,237000,1466000,518558,0.28,15,Nắng,0,36206982,1
2025-05-10,Váy,3276000,1606000,1496000,680875,0.35,15,Nắng,0,68521745,1
2025-05-10,Áo khoác,2909000,2817000,1907000,1313018,0.5,15,Nắng,0,110403932,1
2025-05-10,Giày,1458000,2483000,787000,695822,0.21,15,Nắng,0,48554778,1
2025-05-11,Áo,445000,1404000,1029000,166482,0.26,12,Mưa,0,28203662,1
2025-05-11,Quần,2526000,2361000,825000,479901,0.04,12,Mưa,0,31645929,1
2025-05-11,Váy,563000,2553000,468000,402945,0.42,12,Mưa,0,46397736,1
2025-05-11,Áo khoác,4599000,2379000,1338000,672873,0.05,12,Mưa,0,31001466,1
2025-05-11,Giày,3401000,547000,1634000,522322,0.47,12,Mưa,0,60396448,1
2025-05-12,Áo,2406000,1403000,668000,170875,0.17,11,Nóng,0,36138631,1
2025-05-12,Quần,3380000,2662000,1000000,525201,0.17,11,Nóng,0,36930093,1
2025-05-12,Váy,1287000,1182000,840000,232400,0.16,11,Nóng,0,30470161,1
2025-05-12,Áo khoác,1647000,931000,1935000,914674,0.48,11,Nóng,0,10327048,1
2025-05-12,Giày,1660000,2901000,426000,368607,0.49,11,Nóng,0,54382808,1
2025-05-13,Áo,3138000,2632000,136000,237561,0.49,21,Nóng,0,137743622,1
2025-05-13,Quần,2026000,2759000,1085000,539647,0.35,21,Nóng,0,117436135,1
2025-05-13,Váy,2589000,1266000,479000,616981,0.06,21,Nóng,0,60259254,1
2025-05-13,Áo khoác,1207000,1703000,895000,1486970,0.19,21,Nóng,0,9185511,1
2025-05-13,Giày,1483000,1341000,1635000,870900,0.14,21,Nóng,0,43830319,1
2025-05-14,Áo,3124000,1794000,1447000,248318,0.35,16,Nắng,0,76807731,1
2025-05-14,Quần,1558000,2308000,468000,511538,0.25,16,Nắng,0,61252518,1
2025-05-14,Váy,498000,2800000,323000,284335,0.31,16,Nắng,0,54229917,1
2025-05-14,Áo khoác,1356000,2009000,913000,813133,0.0,16,Nắng,0,23566209,1
2025-05-14,Giày,2755000,2435000,1836000,917300,0.39,16,Nắng,0,94527022,1
2025-05-15,Áo,3665000,652000,1223000,231748,0.48,21,Nắng,0,98376775,1
2025-05-15,Quần,1560000,2434000,1917000,412491,0.33,21,Nắng,0,82059677,1
2025-05-15,Váy,4278000,1963000,1198000,265195,0.43,21,Nắng,0,118724183,1
2025-05-15,Áo khoác,3135000,363000,823000,1179055,0.24,21,Nắng,0,63550369,1
2025-05-15,Giày,1613000,1647000,1560000,914134,0.01,21,Nắng,0,43204319,1
2025-05-16,Áo,2202000,301000,802000,252404,0.5,21,Nóng,0,97207315,1
2025-05-16,Quần,4275000,1652000,1491000,511320,0.03,21,Nóng,0,59518512,1
2025-05-16,Váy,877000,890000,162000,271540,0.1,21,Nóng,0,52709154,1
2025-05-16,Áo khoác,4730000,1650000,1747000,584962,0.03,21,Nóng,0,12202414,1
2025-05-16,Giày,1320000,2825000,1778000,1180808,0.31,21,Nóng,0,84150013,1
2025-05-17,Áo,3953000,2858000,198000,167175,0.29,21,Nóng,0,127306203,1
2025-05-17,Quần,4144000,2166000,876000,475783,0.1,21,Nóng,0,68748807,1
2025-05-17,Váy,3873000,735000,1348000,355360,0.48,21,Nóng,0,163450848,1
2025-05-17,Áo khoác,2593000,2225000,174000,496629,0.46,21,Nóng,0,19131236,1
2025-05-17,Giày,910000,1900000,1913000,941067,0.14,21,Nóng,0,50610618,1
2025-05-18,Áo,628000,1663000,1833000,328872,0.33,20,Nóng,0,80059134,1
2025-05-18,Quần,846000,1829000,283000,418439,0.43,20,Nóng,0,53629639,1
2025-05-18,Váy,638000,2078000,1416000,671026,0.18,20,Nóng,0,69134573,1
2025-05-18,Áo khoác,3481000,323000,1180000,1426918,0.13,20,Nóng,0,8935351,1
2025-05-18,Giày,3341000,2915000,1372000,357941,0.13,20,Nóng,0,58153841,1
2025-05-19,Áo,1106000,2596000,1749000,319002,0.41,10,Mưa,0,35538723,1
2025-05-19,Quần,1333000,448000,568000,436670,0.23,10,Mưa,0,21690900,1
2025-05-19,Váy,3573000,2171000,239000,216040,0.36,10,Mưa,0,43423927,1
2025-05-19,Áo khoác,4287000,1494000,458000,650211,0.33,10,Mưa,0,50646308,1
2025-05-19,Giày,3633000,1652000,1676000,936364,0.15,10,Mưa,0,34859293,1
2025-05-20,Áo,3040000,1793000,1531000,205916,0.1,12,Nóng,0,41655269,1
2025-05-20,Quần,4825000,2954000,1597000,398672,0.06,12,Nóng,0,40530487,1
2025-05-20,Váy,1996000,912000,1788000,595507,0.01,12,Nóng,0,33092599,1
2025-05-20,Áo khoác,3950000,446000,1569000,1240243,0.04,12,Nóng,0,5735554,1
2025-05-20,Giày,2382000,680000,1079000,855564,0.13,12,Nóng,0,25507949,1
2025-05-21,Áo,2298000,2345000,1355000,335217,0.36,21,Nóng,0,104487064,1
2025-05-21,Quần,4952000,2576000,1740000,451750,0.08,21,Nóng,0,75675847,1
2025-05-21,Váy,1985000,1648000,1741000,419854,0.26,21,Nóng,0,118415741,1
2025-05-21,Áo khoác,4886000,1228000,399000,1196403,0.12,21,Nóng,0,12289622,1
2025-05-21,Giày,1903000,2213000,1765000,1011045,0.26,21,Nóng,0,77660474,1
2025-05-22,Áo,4649000,658000,525000,293266,0.38,20,Nóng,0,88525096,1
2025-05-22,Quần,4412000,792000,1094000,400434,0.13,20,Nóng,0,46464133,1
2025-05-22,Váy,560000,697000,260000,516643,0.17,20,Nóng,0,46011390,1
2025-05-22,Áo khoác,4096000,2334000,500000,1020569,0.36,20,Nóng,0,19112300,1
2025-05-22,Giày,3075000,2649000,1501000,1131284,0.27,20,Nóng,0,93796915,1
2025-05-23,Áo,800000,1516000,1380000,328908,0.05,13,Nóng,0,30295891,1
2025-05-23,Quần,1315000,396000,840000,254595,0.38,13,Nóng,0,38940017,1
2025-05-23,Váy,2633000,226000,961000,295930,0.14,13,Nóng,0,39952597,1
2025-05-23,Áo khoác,2354000,1917000,593000,1493302,0.19,13,Nóng,0,6100013,1
2025-05-23,Giày,4263000,2382000,588000,561745,0.12,13,Nóng,0,39417858,1
2025-05-24,Áo,3974000,1313000,1305000,346355,0.27,22,Nóng,0,138473152,1
2025-05-24,Quần,4355000,2453000,625000,423795,0.35,22,Nóng,0,104963827,1
2025-05-24,Váy,3006000,1638000,1223000,382394,0.4,22,Nóng,0,131077494,1
2025-05-24,Áo khoác,2399000,802000,836000,1196648,0.46,22,Nóng,0,19863791,1
2025-05-24,Giày,2865000,1291000,457000,1105837,0.18,22,Nóng,0,47212018,1
2025-05-25,Áo,3317000,561000,1354000,208122,0.47,23,Nắng,1,273240346,1
2025-05-25,Quần,408000,1483000,664000,480561,0.31,23,Nắng,1,161975458,1
2025-05-25,Váy,3722000,2905000,1129000,432661,0.19,23,Nắng,1,223730167,1
2025-05-25,Áo khoác,365000,1286000,189000,715591,0.44,23,Nắng,1,175875896,1
2025-05-25,Giày,3381000,2215000,163000,484215,0.29,23,Nắng,1,248243803,1
2025-05-26,Áo,4597000,1171000,1211000,343978,0.23,10,Nóng,0,45490609,1
2025-05-26,Quần,3248000,1915000,1156000,260662,0.01,10,Nóng,0,31741723,1
2025-05-26,Váy,513000,1846000,1195000,656217,0.36,10,Nóng,0,49275610,1
2025-05-26,Áo khoác,4722000,1926000,1679000,848115,0.04,10,Nóng,0,6364124,1
2025-05-26,Giày,1340000,1107000,352000,1115014,0.14,10,Nóng,0,19692431,1
2025-05-27,Áo,4918000,445000,206000,217471,0.48,14,Mưa,0,75466305,1
2025-05-27,Quần,1287000,2525000,1925000,373513,0.08,14,Mưa,0,30249057,1
2025-05-27,Váy,3495000,546000,1029000,373285,0.16,14,Mưa,0,35949627,1
2025-05-27,Áo khoác,803000,2160000,613000,1310513,0.47,14,Mưa,0,52207944,1
2025-05-27,Giày,1055000,571000,235000,1192215,0.17,14,Mưa,0,19640347,1
2025-05-28,Áo,1641000,1008000,728000,233805,0.16,19,Nóng,0,58509462,1
2025-05-28,Quần,2888000,2370000,508000,374698,0.32,19,Nóng,0,72969129,1
2025-05-28,Váy,1681000,359000,220000,368902,0.07,19,Nóng,0,46082474,1
2025-05-28,Áo khoác,3287000,1350000,1601000,1374570,0.49,19,Nóng,0,24024764,1
2025-05-28,Giày,3144000,2984000,899000,310712,0.14,19,Nóng,0,65809027,1
2025-05-29,Áo,2819000,1534000,923000,231527,0.39,12,Nắng,0,48710383,1
2025-05-29,Quần,4026000,717000,1217000,376888,0.14,12,Nắng,0,34953705,1
2025-05-29,Váy,2187000,1488000,604000,432398,0.14,12,Nắng,0,29576639,1
2025-05-29,Áo khoác,1623000,945000,106000,968680,0.03,12,Nắng,0,17261036,1
2025-05-29,Giày,4109000,2535000,1043000,496437,0.06,12,Nắng,0,28344425,1
2025-05-30,Áo,4047000,619000,1723000,237185,0.26,11,Mưa,0,43175253,1
2025-05-30,Quần,2431000,1751000,1817000,262210,0.29,11,Mưa,0,50495137,1
2025-05-30,Váy,2724000,339000,290000,236972,0.41,11,Mưa,0,49176666,1
2025-05-30,Áo khoác,3684000,2032000,556000,1211254,0.03,11,Mưa,0,26183523,1
2025-05-30,Giày,2551000,906000,1843000,596280,0.18,11,Mưa,0,28988458,1
2025-05-31,Áo,1308000,897000,485000,325369,0.1,24,Nắng,0,38253449,1
2025-05-31,Quần,1617000,674000,902000,528089,0.18,24,Nắng,0,56850110,1
2025-05-31,Váy,3516000,1860000,965000,426273,0.18,24,Nắng,0,72586215,1
2025-05-31,Áo khoác,4934000,2101000,1122000,1321836,0.18,24,Nắng,0,83004671,1
2025-05-31,Giày,316000,2636000,377000,303052,0.15,24,Nắng,0,43533886,1
2025-06-01,Áo,4970000,710000,1571000,177272,0.38,12,Nắng,0,54501703,1
2025-06-01,Quần,2102000,737000,926000,477276,0.34,12,Nắng,0,45668713,1
2025-06-01,Váy,2923000,2460000,1044000,348388,0.17,12,Nắng,0,38662609,1
2025-06-01,Áo khoác,429000,1736000,151000,1333527,0.07,12,Nắng,0,19750551,1
2025-06-01,Giày,1773000,1488000,1528000,630918,0.26,12,Nắng,0,46221658,1
2025-06-02,Áo,1249000,1566000,495000,193175,0.46,17,Nóng,0,76280009,1
2025-06-02,Quần,4296000,1261000,878000,266375,0.06,17,Nóng,0,43630543,1
2025-06-02,Váy,1368000,432000,1879000,225710,0.38,17,Nóng,0,89559831,1
2025-06-02,Áo khoác,4611000,2507000,793000,1228912,0.3,17,Nóng,0,15428838,1
2025-06-02,Giày,1923000,507000,310000,970534,0.29,17,Nóng,0,41642047,1
2025-06-03,Áo,3195000,602000,989000,257026,0.47,25,Nóng,0,143644430,1
2025-06-03,Quần,3036000,1196000,1833000,277597,0.48,25,Nóng,0,132679720,1
2025-06-03,Váy,2612000,1484000,369000,536433,0.12,25,Nóng,0,116220006,1
2025-06-03,Áo khoác,2246000,1699000,644000,881613,0.4,25,Nóng,0,23865729,1
2025-06-03,Giày,916000,949000,1106000,385687,0.31,25,Nóng,0,67341144,1
2025-06-04,Áo,2169000,1329000,1737000,268968,0.2,15,Nắng,0,36780009,1
2025-06-04,Quần,600000,503000,944000,290274,0.33,15,Nắng,0,32359570,1
2025-06-04,Váy,1284000,2590000,1115000,667453,0.48,15,Nắng,0,75346822,1
2025-06-04,Áo khoác,3991000,1670000,1405000,653570,0.26,15,Nắng,0,62055699,1
2025-06-04,Giày,4801000,1261000,497000,731413,0.47,15,Nắng,0,79360341,1
2025-06-05,Áo,3726000,1054000,1872000,198634,0.32,22,Mưa,0,93394039,1
2025-06-05,Quần,460000,1269000,1339000,542185,0.24,22,Mưa,0,67636813,1
2025-06-05,Váy,325000,1945000,1555000,600464,0.32,22,Mưa,0,74866627,1
2025-06-05,Áo khoác,382000,1828000,1444000,797509,0.3,22,Mưa,0,57733298,1
2025-06-05,Giày,472000,2503000,913000,1138418,0.21,22,Mưa,0,52067171,1
2025-06-06,Áo,1298000,2384000,738000,175370,0.28,23,Nắng,1,247317297,1
2025-06-06,Quần,3441000,1454000,592000,547391,0.35,23,Nắng,1,251059827,1
2025-06-06,Váy,3182000,1017000,1050000,586547,0.42,23,Nắng,1,333422021,1
2025-06-06,Áo khoác,4401000,1937000,1729000,656994,0.15,23,Nắng,1,221174226,1
2025-06-06,Giày,3143000,1172000,1709000,1080768,0.01,23,Nắng,1,140186265,1
2025-06-07,Áo,4920000,237000,227000,281506,0.28,16,Nắng,1,165210778,1
2025-06-07,Quần,2410000,1378000,173000,312982,0.24,16,Nắng,1,144025717,1
2025-06-07,Váy,3384000,304000,1599000,527324,0.03,16,Nắng,1,81680129,1
2025-06-07,Áo khoác,2345000,454000,551000,1082822,0.32,16,Nắng,1,141584292,1
2025-06-07,Giày,1060000,2735000,1585000,989834,0.47,16,Nắng,1,202206116,1
2025-06-08,Áo,504000,2181000,537000,174644,0.2,21,Nắng,0,42426103,1
2025-06-08,Quần,3402000,2705000,1379000,288493,0.45,21,Nắng,0,118233601,1
2025-06-08,Váy,2335000,2775000,547000,545968,0.41,21,Nắng,0,102195334,1
2025-06-08,Áo khoác,1852000,790000,1225000,964922,0.08,21,Nắng,0,40306297,1
2025-06-08,Giày,1124000,724000,658000,1133721,0.39,21,Nắng,0,63381356,1
2025-06-09,Áo,3256000,569000,1800000,292215,0.26,15,Nắng,0,47741971,1
2025-06-09,Quần,4048000,301000,1069000,492217,0.46,15,Nắng,0,66121925,1
2025-06-09,Váy,2745000,863000,1891000,353612,0.09,15,Nắng,0,34914779,1
2025-06-09,Áo khoác,4196000,889000,1036000,747625,0.06,15,Nắng,0,32405985,1
2025-06-09,Giày,1138000,2126000,382000,526577,0.12,15,Nắng,0,30822316,1
2025-06-10,Áo,4995000,2846000,859000,227097,0.03,15,Nóng,0,67732696,1
2025-06-10,Quần,3983000,2847000,1327000,534722,0.16,15,Nóng,0,45544814,1
2025-06-10,Váy,2261000,2788000,185000,606003,0.14,15,Nóng,0,62534091,1
2025-06-10,Áo khoác,1237000,1735000,1447000,964771,0.21,15,Nóng,0,9398994,1
2025-06-10,Giày,3231000,2636000,263000,483951,0.23,15,Nóng,0,45533661,1
2025-06-11,Áo,724000,2610000,976000,291668,0.07,25,Nắng,0,63359943,1
2025-06-11,Quần,3610000,2228000,1180000,429022,0.31,25,Nắng,0,105381737,1
2025-06-11,Váy,3351000,1130000,305000,557881,0.11,25,Nắng,0,58883192,1
2025-06-11,Áo khoác,3205000,2056000,1552000,896049,0.06,25,Nắng,0,70517794,1
2025-06-11,Giày,2437000,2859000,247000,422540,0.35,25,Nắng,0,105660707,1
2025-06-12,Áo,4346000,2969000,1424000,317061,0.01,21,Mưa,0,66929726,1
2025-06-12,Quần,3510000,2189000,890000,542327,0.18,21,Mưa,0,70470299,1
2025-06-12,Váy,2994000,2590000,1413000,482902,0.07,21,Mưa,0,53111090,1
2025-06-12,Áo khoác,3895000,2382000,1144000,1212301,0.44,21,Mưa,0,115927280,1
2025-06-12,Giày,1567000,2085000,1046000,920656,0.41,21,Mưa,0,83317035,1
2025-06-13,Áo,3876000,1177000,1260000,195891,0.03,25,Nóng,0,76262567,1
2025-06-13,Quần,721000,2194000,1492000,296901,0.28,25,Nóng,0,82115456,1
2025-06-13,Váy,3566000,579000,1645000,676728,0.15,25,Nóng,0,107325857,1
2025-06-13,Áo khoác,1957000,1713000,1943000,816056,0.1,25,Nóng,0,10462727,1
2025-06-13,Giày,2400000,1348000,656000,895350,0.16,25,Nóng,0,59135147,1
2025-06-14,Áo,4239000,2285000,1559000,302635,0.41,12,Nắng,0,62263444,1
2025-06-14,Quần,984000,980000,860000,530118,0.03,12,Nắng,0,21299163,1
2025-06-14,Váy,2526000,509000,129000,353460,0.32,12,Nắng,0,38076679,1
2025-06-14,Áo khoác,4688000,2353000,1571000,1054879,0.46,12,Nắng,0,81857411,1
2025-06-14,Giày,2722000,755000,324000,552990,0.22,12,Nắng,0,30655239,1
2025-06-15,Áo,1377000,596000,1509000,168615,0.45,21,Nóng,0,104461647,1
